0  0  0 
0.001  -2.73872e-09  -9.038e-08 
0.002  -6.39034e-09  -2.10887e-07 
0.003  -1.00378e-08  -3.31257e-07 
0.004  -1.36785e-08  -4.51401e-07 
0.005  -1.73118e-08  -5.71303e-07 
0.006  -2.09378e-08  -6.90962e-07 
0.007  -2.45564e-08  -8.10378e-07 
0.008  -2.81677e-08  -9.29552e-07 
0.009  -3.17716e-08  -1.04848e-06 
0.01  -3.53683e-08  -1.16717e-06 
0.011  -3.89576e-08  -1.28562e-06 
0.012  -4.25395e-08  -1.40382e-06 
0.013  -4.61141e-08  -1.52178e-06 
0.014  -4.96814e-08  -1.63949e-06 
0.015  -5.32414e-08  -1.75696e-06 
0.016  -5.6794e-08  -1.87419e-06 
0.017  -6.03393e-08  -1.99117e-06 
0.018  -6.38772e-08  -2.10791e-06 
0.019  -6.74079e-08  -2.22441e-06 
0.02  -7.09312e-08  -2.34066e-06 
0.021  -7.44471e-08  -2.45667e-06 
0.022  -7.79558e-08  -2.57243e-06 
0.023  -8.14571e-08  -2.68795e-06 
0.024  -8.4951e-08  -2.80323e-06 
0.025  -8.84377e-08  -2.91826e-06 
0.026  -9.1917e-08  -3.03305e-06 
0.027  -9.5389e-08  -3.14759e-06 
0.028  -9.88536e-08  -3.26189e-06 
0.029  -1.02311e-07  -3.37594e-06 
0.03  -1.05761e-07  -3.48975e-06 
0.031  -1.09204e-07  -3.60331e-06 
0.032  -1.12639e-07  -3.71663e-06 
0.033  -1.16067e-07  -3.8297e-06 
0.034  -1.19488e-07  -3.94253e-06 
0.035  -1.22901e-07  -4.05511e-06 
0.036  -1.26307e-07  -4.16744e-06 
0.037  -1.29706e-07  -4.27953e-06 
0.038  -1.33097e-07  -4.39138e-06 
0.039  -1.36482e-07  -4.50298e-06 
0.04  -1.39858e-07  -4.61433e-06 
0.041  -1.43228e-07  -4.72544e-06 
0.042  -1.4659e-07  -4.83631e-06 
0.043  -1.49945e-07  -4.94692e-06 
0.044  -1.53292e-07  -5.05729e-06 
0.045  -1.56633e-07  -5.16742e-06 
0.046  -1.59966e-07  -5.2773e-06 
0.047  -1.63291e-07  -5.38693e-06 
0.048  -1.6661e-07  -5.49632e-06 
0.049  -1.69921e-07  -5.60546e-06 
0.05  -1.73224e-07  -5.71435e-06 
0.051  -1.76521e-07  -5.823e-06 
0.052  -1.7981e-07  -5.9314e-06 
0.053  -1.83092e-07  -6.03956e-06 
0.054  -1.86366e-07  -6.14747e-06 
0.055  -1.89633e-07  -6.25513e-06 
0.056  -1.92893e-07  -6.36255e-06 
0.057  -1.96146e-07  -6.46972e-06 
0.058  -1.99391e-07  -6.57664e-06 
0.059  -2.02629e-07  -6.68332e-06 
0.06  -2.0586e-07  -6.78975e-06 
0.061  -2.09084e-07  -6.89593e-06 
0.062  -2.123e-07  -7.00186e-06 
0.063  -2.15509e-07  -7.10755e-06 
0.064  -2.1871e-07  -7.213e-06 
0.065  -2.21905e-07  -7.31819e-06 
0.066  -2.25092e-07  -7.42314e-06 
0.067  -2.28272e-07  -7.52784e-06 
0.068  -2.31444e-07  -7.63229e-06 
0.069  -2.34609e-07  -7.7365e-06 
0.07  -2.37767e-07  -7.84046e-06 
0.071  -2.40918e-07  -7.94418e-06 
0.072  -2.44061e-07  -8.04764e-06 
0.073  -2.47198e-07  -8.15086e-06 
0.074  -2.50327e-07  -8.25383e-06 
0.075  -2.53448e-07  -8.35656e-06 
0.076  -2.56563e-07  -8.45903e-06 
0.077  -2.5967e-07  -8.56126e-06 
0.078  -2.6277e-07  -8.66325e-06 
0.079  -2.65862e-07  -8.76498e-06 
0.08  -2.68948e-07  -8.86647e-06 
0.081  -2.72026e-07  -8.96771e-06 
0.082  -2.75097e-07  -9.06871e-06 
0.083  -2.7816e-07  -9.16945e-06 
0.084  -2.81217e-07  -9.26995e-06 
0.085  -2.84266e-07  -9.3702e-06 
0.086  -2.87308e-07  -9.47021e-06 
0.087  -2.90342e-07  -9.56996e-06 
0.088  -2.9337e-07  -9.66947e-06 
0.089  -2.9639e-07  -9.76874e-06 
0.09  -2.99403e-07  -9.86775e-06 
0.091  -3.02409e-07  -9.96652e-06 
0.092  -3.05407e-07  -1.0065e-05 
0.093  -3.08398e-07  -1.01633e-05 
0.094  -3.11383e-07  -1.02613e-05 
0.095  -3.14359e-07  -1.03591e-05 
0.096  -3.17329e-07  -1.04566e-05 
0.097  -3.20291e-07  -1.05539e-05 
0.098  -3.23247e-07  -1.0651e-05 
0.099  -3.26195e-07  -1.07478e-05 
0.1  -3.29136e-07  -1.08443e-05 
0.101  -3.32069e-07  -1.09406e-05 
0.102  -3.34996e-07  -1.10366e-05 
0.103  -3.37915e-07  -1.11324e-05 
0.104  -3.40827e-07  -1.1228e-05 
0.105  -3.43732e-07  -1.13233e-05 
0.106  -3.46629e-07  -1.14184e-05 
0.107  -3.4952e-07  -1.15132e-05 
0.108  -3.52403e-07  -1.16077e-05 
0.109  -3.55279e-07  -1.1702e-05 
0.11  -3.58148e-07  -1.17961e-05 
0.111  -3.6101e-07  -1.18899e-05 
0.112  -3.63864e-07  -1.19835e-05 
0.113  -3.66712e-07  -1.20768e-05 
0.114  -3.69552e-07  -1.21699e-05 
0.115  -3.72385e-07  -1.22627e-05 
0.116  -3.75211e-07  -1.23553e-05 
0.117  -3.7803e-07  -1.24477e-05 
0.118  -3.80841e-07  -1.25398e-05 
0.119  -3.83646e-07  -1.26316e-05 
0.12  -3.86443e-07  -1.27232e-05 
0.121  -3.89233e-07  -1.28146e-05 
0.122  -3.92016e-07  -1.29057e-05 
0.123  -3.94792e-07  -1.29965e-05 
0.124  -3.97561e-07  -1.30871e-05 
0.125  -4.00323e-07  -1.31775e-05 
0.126  -4.03077e-07  -1.32676e-05 
0.127  -4.05825e-07  -1.33575e-05 
0.128  -4.08565e-07  -1.34471e-05 
0.129  -4.11298e-07  -1.35365e-05 
0.13  -4.14024e-07  -1.36256e-05 
0.131  -4.16743e-07  -1.37145e-05 
0.132  -4.19455e-07  -1.38031e-05 
0.133  -4.22159e-07  -1.38915e-05 
0.134  -4.24857e-07  -1.39797e-05 
0.135  -4.27547e-07  -1.40676e-05 
0.136  -4.30231e-07  -1.41552e-05 
0.137  -4.32907e-07  -1.42426e-05 
0.138  -4.35576e-07  -1.43298e-05 
0.139  -4.38238e-07  -1.44167e-05 
0.14  -4.40894e-07  -1.45034e-05 
0.141  -4.43541e-07  -1.45898e-05 
0.142  -4.46182e-07  -1.4676e-05 
0.143  -4.48816e-07  -1.47619e-05 
0.144  -4.51443e-07  -1.48476e-05 
0.145  -4.54063e-07  -1.49331e-05 
0.146  -4.56675e-07  -1.50183e-05 
0.147  -4.59281e-07  -1.51032e-05 
0.148  -4.61879e-07  -1.51879e-05 
0.149  -4.64471e-07  -1.52724e-05 
0.15  -4.67055e-07  -1.53566e-05 
0.151  -4.69633e-07  -1.54405e-05 
0.152  -4.72203e-07  -1.55243e-05 
0.153  -4.74766e-07  -1.56077e-05 
0.154  -4.77323e-07  -1.5691e-05 
0.155  -4.79872e-07  -1.5774e-05 
0.156  -4.82414e-07  -1.58567e-05 
0.157  -4.84949e-07  -1.59392e-05 
0.158  -4.87478e-07  -1.60215e-05 
0.159  -4.89999e-07  -1.61035e-05 
0.16  -4.92513e-07  -1.61852e-05 
0.161  -4.9502e-07  -1.62667e-05 
0.162  -4.9752e-07  -1.6348e-05 
0.163  -5.00013e-07  -1.6429e-05 
0.164  -5.025e-07  -1.65098e-05 
0.165  -5.04979e-07  -1.65904e-05 
0.166  -5.07451e-07  -1.66707e-05 
0.167  -5.09916e-07  -1.67507e-05 
0.168  -5.12375e-07  -1.68305e-05 
0.169  -5.14826e-07  -1.69101e-05 
0.17  -5.1727e-07  -1.69894e-05 
0.171  -5.19708e-07  -1.70685e-05 
0.172  -5.22138e-07  -1.71473e-05 
0.173  -5.24561e-07  -1.72259e-05 
0.174  -5.26978e-07  -1.73043e-05 
0.175  -5.29387e-07  -1.73824e-05 
0.176  -5.3179e-07  -1.74602e-05 
0.177  -5.34186e-07  -1.75379e-05 
0.178  -5.36574e-07  -1.76152e-05 
0.179  -5.38956e-07  -1.76924e-05 
0.18  -5.41331e-07  -1.77692e-05 
0.181  -5.43699e-07  -1.78459e-05 
0.182  -5.4606e-07  -1.79223e-05 
0.183  -5.48414e-07  -1.79985e-05 
0.184  -5.50762e-07  -1.80744e-05 
0.185  -5.53102e-07  -1.81501e-05 
0.186  -5.55435e-07  -1.82255e-05 
0.187  -5.57762e-07  -1.83007e-05 
0.188  -5.60081e-07  -1.83756e-05 
0.189  -5.62394e-07  -1.84503e-05 
0.19  -5.647e-07  -1.85248e-05 
0.191  -5.66999e-07  -1.8599e-05 
0.192  -5.69291e-07  -1.8673e-05 
0.193  -5.71577e-07  -1.87467e-05 
0.194  -5.73855e-07  -1.88202e-05 
0.195  -5.76126e-07  -1.88935e-05 
0.196  -5.78391e-07  -1.89665e-05 
0.197  -5.80649e-07  -1.90393e-05 
0.198  -5.829e-07  -1.91118e-05 
0.199  -5.85144e-07  -1.91841e-05 
0.2  -5.87381e-07  -1.92562e-05 
0.201  -5.89612e-07  -1.9328e-05 
0.202  -5.91836e-07  -1.93996e-05 
0.203  -5.94052e-07  -1.94709e-05 
0.204  -5.96262e-07  -1.9542e-05 
0.205  -5.98466e-07  -1.96128e-05 
0.206  -6.00662e-07  -1.96835e-05 
0.207  -6.02852e-07  -1.97538e-05 
0.208  -6.05035e-07  -1.9824e-05 
0.209  -6.07211e-07  -1.98939e-05 
0.21  -6.0938e-07  -1.99635e-05 
0.211  -6.11542e-07  -2.00329e-05 
0.212  -6.13698e-07  -2.01021e-05 
0.213  -6.15847e-07  -2.0171e-05 
0.214  -6.17989e-07  -2.02397e-05 
0.215  -6.20124e-07  -2.03082e-05 
0.216  -6.22253e-07  -2.03764e-05 
0.217  -6.24375e-07  -2.04444e-05 
0.218  -6.2649e-07  -2.05121e-05 
0.219  -6.28598e-07  -2.05796e-05 
0.22  -6.307e-07  -2.06469e-05 
0.221  -6.32795e-07  -2.07139e-05 
0.222  -6.34883e-07  -2.07807e-05 
0.223  -6.36965e-07  -2.08473e-05 
0.224  -6.39039e-07  -2.09136e-05 
0.225  -6.41107e-07  -2.09797e-05 
0.226  -6.43169e-07  -2.10455e-05 
0.227  -6.45223e-07  -2.11111e-05 
0.228  -6.47271e-07  -2.11765e-05 
0.229  -6.49312e-07  -2.12416e-05 
0.23  -6.51347e-07  -2.13065e-05 
0.231  -6.53375e-07  -2.13712e-05 
0.232  -6.55396e-07  -2.14356e-05 
0.233  -6.5741e-07  -2.14998e-05 
0.234  -6.59418e-07  -2.15637e-05 
0.235  -6.6142e-07  -2.16275e-05 
0.236  -6.63414e-07  -2.16909e-05 
0.237  -6.65402e-07  -2.17542e-05 
